anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,dates
0.06422018348623854,0.1811926605504587,0.012691131498470948,0.025382262996941896,0.32889908256880734,0.15458715596330275,0.598776758409786,0.038073394495412846,0.12966360856269113,0.18562691131498474,2014-06-01
0.0,1.2926605504587156,0.0,0.0,1.2926605504587156,0.0,1.9389908256880735,0.0,0.6463302752293578,1.2926605504587156,2014-07-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-08-01
0.0,0.0,0.0,0.0,0.5568807339449541,0.0,0.5568807339449541,0.0,0.0,0.5568807339449541,2014-09-01
0.14434250764525994,0.1238532110091743,0.14434250764525994,0.14434250764525994,0.1238532110091743,0.14434250764525994,0.1238532110091743,0.14434250764525994,0.1238532110091743,0.0009174311926605505,2014-10-01
0.07003058103975536,0.07003058103975536,0.0,0.0,0.07003058103975536,0.14006116207951072,0.21009174311926604,0.14006116207951072,0.0,0.14006116207951072,2014-11-01
0.0,0.0,0.0,0.0,0.06605504587155964,0.0,0.06605504587155964,0.0,0.0,0.0,2014-12-01
0.09724770642201835,0.12446483180428136,0.0,0.0,0.20611620795107036,0.1055045871559633,0.31162079510703367,0.0,0.09724770642201835,0.20611620795107036,2015-01-01
0.4113761467889908,0.44073394495412843,0.4113761467889908,0.21357798165137618,0.2814678899082569,0.6928440366972477,0.7603669724770643,0.35963302752293586,0.35706422018348627,0.6366972477064221,2015-02-01
0.0,0.059082568807339454,0.0,0.0,0.05834862385321101,0.0,0.17596330275229358,0.0,0.030275229357798167,0.14788990825688073,2015-03-01
0.0,0.3581039755351682,0.0,0.0,0.7389908256880734,0.18669724770642201,1.2516819571865445,0.08149847094801223,0.3581039755351682,0.7314984709480123,2015-04-01
0.0,0.2220183486238532,0.2220183486238532,0.0,0.2220183486238532,0.2220183486238532,0.2220183486238532,0.2220183486238532,0.2220183486238532,0.4440366972477064,2015-05-01
0.011773700305810398,0.24587155963302754,0.011773700305810398,0.011773700305810398,0.15428134556574924,0.0798165137614679,0.2937308868501529,0.023547400611620795,0.032721712538226304,0.3048929663608563,2015-06-01
0.0,0.13073394495412843,0.0,0.10733944954128441,0.2181192660550459,0.23291284403669724,0.3436926605504587,0.023394495412844038,0.023394495412844038,0.2797018348623853,2015-07-01
0.0900611620795107,0.0900611620795107,0.0,0.11590214067278287,0.0,0.4503058103975535,0.1801223241590214,0.0900611620795107,0.0,0.21024464831804282,2015-08-01
0.0,0.49279161205766714,0.0,0.0,0.43958060288335515,0.08099606815203145,0.5872870249017037,0.0,0.2422018348623853,0.3744429882044561,2015-09-01
0.0,0.10665137614678899,0.08853211009174312,0.08853211009174312,0.10665137614678899,0.17706422018348625,0.33474770642201834,0.0,0.08853211009174312,0.10665137614678899,2015-10-01
0.0,0.3012232415902141,0.0,0.0,0.27813455657492353,0.01957186544342508,0.44311926605504587,0.0,0.18226299694189604,0.18944954128440364,2015-11-01
0.00725604670558799,0.3131776480400334,0.00725604670558799,0.00725604670558799,0.15988323603002505,0.06788990825688074,0.2422018348623853,0.06788990825688074,0.15262718932443706,0.19741451209341118,2015-12-01
0.03890987587695629,0.2650836481381543,0.039557474365893144,0.10841878035617918,0.41430113329735574,0.10302212628170535,0.5449001618996223,0.02088505126821371,0.12854830005396653,0.28715596330275234,2016-01-01
0.043687199650502405,0.18685015290519877,0.02158147662734819,0.07824377457404981,0.2296199213630406,0.3486675404106597,0.3215814766273482,0.057972913936216695,0.1021843599825251,0.2434250764525993,2016-02-01
0.05045871559633028,0.20592801693719126,0.07879322512350034,0.030663373323923784,0.2396259703599154,0.20508115737473534,0.3541990119971772,0.060303458009880025,0.14428369795342272,0.17840508115737477,2016-03-01
0.12622324159021406,0.3633027522935781,0.09059633027522936,0.0,0.4158639143730887,0.23103975535168195,0.6942660550458717,0.02886085626911315,0.26846330275229363,0.35657492354740067,2016-04-01
0.0,0.09046890927624872,0.0,0.0,0.17064220183486242,0.02925586136595311,0.2526503567787971,0.05132517838939857,0.029357798165137616,0.14566768603465854,2016-05-01
0.0,0.12826561817387505,0.0,0.0,0.12538226299694188,0.05792922673656619,0.2587592835299257,0.0,0.08147662734818698,0.12236784622105722,2016-06-01
0.05321100917431193,0.23241590214067273,0.08321865443425076,0.022018348623853212,0.20883027522935774,0.21376146788990824,0.38971712538226294,0.035474006116207955,0.0679663608562691,0.20191131498470946,2016-07-01
0.0,0.14628857381150961,0.0,0.0,0.07247706422018349,0.0,0.13619683069224353,0.0,0.07247706422018349,0.07247706422018349,2016-08-01
0.15279399499582988,0.49733110925771484,0.15279399499582988,0.024353628023352794,0.4273561301084237,0.2464553794829025,0.5216013344453713,0.024353628023352794,0.38790658882402,0.4800667222685572,2016-09-01
0.07219477769936486,0.2777699364855329,0.04234297812279464,0.038390966831333806,0.34227240649259005,0.15808045165843332,0.5836979534227241,0.009738884968242767,0.14269583627381793,0.610726887791108,2016-10-01
0.0,0.17522935779816515,0.081651376146789,0.0,0.17522935779816515,0.23547400611620795,0.17522935779816515,0.0,0.17522935779816515,0.0,2016-11-01
0.0010484927916120576,0.04574049803407601,0.0473132372214941,0.05294888597640891,0.09051987767584098,0.15356050677151595,0.2775010921799913,0.0217562254259502,0.04390563564875491,0.22905198776758412,2016-12-01
0.013437668645439828,0.12196438208310845,0.013437668645439828,0.0,0.188451160280626,0.04916351861845655,0.19865083648138152,0.0,0.12196438208310845,0.15002698327037237,2017-01-01
0.46370412844036696,0.7102064220183486,0.17958715596330274,0.2815366972477064,0.5063073394495413,0.6296444954128441,0.6702981651376148,0.17580275229357797,0.25917431192660556,0.563302752293578,2017-02-01
0.028658802970729577,0.21564001747487987,0.014154652686762779,0.016819571865443424,0.13892529488859764,0.06758409785932722,0.282787243337702,0.0023154215814766275,0.11533420707732635,0.23040629095674964,2017-03-01
0.12311052861511576,0.19279161205766712,0.10969855832241152,0.029357798165137616,0.1746614242027086,0.1795980777632154,0.3750982961992137,0.018479685452162515,0.11520314547837485,0.27903014416775884,2017-04-01
0.017660550458715597,0.2373394495412844,0.0,0.06844036697247706,0.2537614678899082,0.1770183486238532,0.41720183486238527,0.021284403669724773,0.13669724770642205,0.28536697247706416,2017-05-01
0.06415465268676278,0.3254259501965925,0.03486238532110092,0.0,0.3928571428571429,0.15203145478374838,0.4756880733944954,0.0,0.2718872870249017,0.35366972477064224,2017-06-01
0.12385321100917432,1.6045871559633027,0.13107798165137616,0.37970183486238535,0.8677752293577983,1.1228211009174311,1.626261467889908,0.24770642201834864,0.1264908256880734,1.2485091743119265,2017-07-01
0.03847477064220184,0.1235665137614679,0.044896788990825685,0.03268348623853211,0.16806192660550456,0.1712729357798165,0.23738532110091742,0.03268348623853211,0.004071100917431193,0.282052752293578,2017-08-01
0.11131498470948012,0.4410659676714722,0.1492354740061162,0.10878112712975098,0.2743119266055046,0.2793796417649629,0.7940585408475317,0.06483180428134556,0.2288772389689821,0.4620358235037134,2017-09-01
0.06697247706422019,0.3691743119266055,0.0,0.06697247706422019,0.40009174311926604,0.09091743119266055,0.4222935779816514,0.06697247706422019,0.27999999999999997,0.27999999999999997,2017-10-01
0.0,0.24122324159021408,0.0,0.004648318042813456,0.18764525993883793,0.0654434250764526,0.43027522935779816,0.1379816513761468,0.076085626911315,0.3094801223241591,2017-11-01
0.02546788990825688,0.21743119266055047,0.024256880733944955,0.02546788990825688,0.15746788990825686,0.07277064220183486,0.2306788990825688,0.024256880733944955,0.14480733944954127,0.16788990825688072,2017-12-01
0.19327217125382265,0.42083333333333334,0.1327217125382263,0.08834097859327217,0.20898318042813455,0.2715978593272172,0.5042048929663608,0.04499235474006116,0.14533639143730887,0.38008409785932723,2018-01-01
0.10013106159895149,0.09521625163827,0.06330275229357797,0.07857142857142856,0.12522935779816513,0.2693971166448231,0.24200524246395808,0.1389908256880734,0.041022280471821757,0.1484927916120577,2018-02-01
0.0,0.2676605504587156,0.09392201834862385,0.1878440366972477,0.3836009174311926,0.19655963302752294,0.42729357798165135,0.10263761467889908,0.2676605504587156,0.2676605504587156,2018-03-01
0.0,0.41612057667103536,0.0,0.0,0.3123197903014417,0.6946264744429883,0.6975098296199214,0.0,0.12280471821756225,0.3851900393184797,2018-04-01
0.3360550458715596,0.7752293577981652,0.09990825688073394,0.16807339449541286,0.6801834862385322,0.45660550458715604,1.392018348623853,0.0781651376146789,0.2379816513761468,0.9725688073394497,2018-05-01
0.0,0.0,0.07825688073394496,0.07431192660550459,0.15357798165137612,0.4124770642201835,0.25055045871559634,0.07431192660550459,0.0,0.17743119266055046,2018-06-01
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-07-01
0.02087155963302752,0.024541284403669723,0.0,0.0,0.04541284403669724,0.0,0.17996941896024465,0.0,0.024541284403669723,0.22217125382262995,2018-08-01
0.0,0.2926605504587156,0.38055045871559634,0.0,0.2926605504587156,0.38055045871559634,0.9005504587155964,0.0,0.10238532110091743,0.22733944954128443,2018-09-01
0.0,0.6804281345565749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-10-01
0.0606651376146789,0.09678899082568808,0.005619266055045872,0.005619266055045872,0.09025229357798165,0.10905963302752295,0.3106651376146789,0.054013761467889915,0.0,0.16536697247706422,2018-11-01
0.09110091743119267,0.32522935779816514,0.09110091743119267,0.04119266055045871,0.4532110091743119,0.21688073394495416,0.6805504587155964,0.0,0.08458715596330275,0.32522935779816514,2018-12-01
0.1517775229357798,0.2500573394495413,0.14719036697247706,0.11565366972477065,0.35292431192660545,0.21146788990825688,0.7221903669724772,0.10986238532110093,0.13927752293577983,0.43411697247706416,2019-01-01
0.19696100917431192,0.37391055045871563,0.16112385321100917,0.1728211009174312,0.37213302752293576,0.5288417431192661,0.6386467889908257,0.23469036697247705,0.31674311926605503,0.5169151376146789,2019-02-01
0.03509174311926606,0.32018348623853216,0.024770642201834864,0.09319571865443425,0.25672782874617733,0.16636085626911315,0.44067278287461775,0.07652905198776759,0.1467125382262997,0.27075688073394494,2019-03-01
0.15024027959807779,0.33110528615115764,0.10620358235037135,0.1743556138051551,0.2853211009174312,0.27903014416775884,0.619047619047619,0.08322411533420708,0.2857579729139362,0.435910878112713,2019-04-01
0.0,0.28287461773700306,0.0,0.04801223241590214,0.35484199796126403,0.02140672782874618,0.6684505606523955,0.0,0.21656472986748215,0.3833843017329256,2019-05-01
0.07853211009174312,0.5695045871559633,0.17310091743119266,0.11093577981651377,0.4929174311926605,0.7068256880733945,0.987669724770642,0.22939449541284404,0.277394495412844,0.571559633027523,2019-06-01
0.06047400611620795,0.26165902140672787,0.0437691131498471,0.046636085626911315,0.18474770642201832,0.1368119266055046,0.5763761467889909,0.10374617737003057,0.09048165137614679,0.4065366972477064,2019-07-01
0.2693470048569887,0.23685914732865623,0.28273070696168373,0.21068537506745819,0.29400971397733405,0.49001618996222346,0.46200755531570425,0.28429573664328117,0.05439827307069617,0.41980572045331893,2019-08-01
0.0501019367991845,0.7464831804281346,0.0501019367991845,0.1701834862385321,0.7466870540265035,0.31284403669724775,1.0365443425076455,0.1476044852191641,0.48195718654434255,0.5964322120285422,2019-09-01
0.18422018348623856,0.33658715596330274,0.11508256880733946,0.10957798165137617,0.5012844036697248,0.33871559633027526,0.9815045871559633,0.09423853211009176,0.26462385321100923,0.7951559633027526,2019-10-01
0.1588214537755822,0.4653846153846154,0.2535285815102329,0.14728299223712066,0.502258292166549,0.5651729004940015,0.903952011291461,0.28715596330275234,0.31693719124911784,0.3930134086097389,2019-11-01
0.12176459105992582,0.40618778059730626,0.0554948272496584,0.07690806168260785,0.38768299824321684,0.2451298067538552,0.6162404840913526,0.09783330080031231,0.20892055436267815,0.4050946710911575,2019-12-01
0.09202426753477362,0.23810298905001478,0.08471441254809116,0.10245634803196212,0.3275821248890204,0.229727730097662,0.5690588931636579,0.09597514057413438,0.1353211009174312,0.3415359573838414,2020-01-01
0.08404051987767584,0.2652714067278288,0.06639908256880735,0.08983180428134557,0.23063837920489297,0.1661697247706422,0.27924311926605505,0.009728593272171253,0.15592507645259937,0.23566513761467892,2020-02-01
0.055445777464126086,0.19421312632321808,0.08426252646436132,0.02088920254057869,0.1848270995059986,0.2578922606445542,0.37581745471653727,0.020701011526699602,0.09411903081627852,0.25464596565513997,2020-03-01
